"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Oct 14 10:46:15 AST 2023","Sat Oct 14 10:46:25 AST 2023","9460","chromium","Regression_TC005_Add Sub CP.spec.js","","","","@web Regression_TC005_Add Sub CP",""
